,Title,Artist,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top10_dummy,Top50_dummy
82214,my strange addiction,Billie Eilish,34697267,9,14,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
82252,thats what i like,Bruno Mars,27355260,4,9,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
82287,what about us,P!nk,9614009,4,13,0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82320,woman,Kesha - The Dap-Kings Horns,5910376,1,1,0.743,0.765,5,-3.586,0,0.0389,0.0438,0.0416,0.667,0.338,114.991,196360,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82340,dip,Tyga - Nicki Minaj,5980363,1,1,0.885,0.543,2,-6.338,1,0.2,0.0311,0.0,0.154,0.43,99.026,195992,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82346,dionysus,BTS,24755789,7,7,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084,249215,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
82380,no new friends,Sia - Diplo - Labrinth - LSD,17732676,1,6,0.724,0.702,7,-4.622,1,0.0429,0.0648,0.000256,0.121,0.688,106.044,175823,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82406,excitement,Trippie Redd - PARTYNEXTDOOR,5502398,1,1,0.474,0.681,4,-3.473,0,0.038,0.0263,4.27e-05,0.0972,0.0384,121.96,283270,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
82429,ruin my life,Zara Larsson,7920553,1,1,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82454,blue world,Mac Miller,5013742,3,12,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
82472,easy love,Lauv,3587039,1,1,0.745,0.481,2,-8.291,1,0.054,0.302,3.67e-06,0.0808,0.229,137.001,224449,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82493,deep end,Fousheé,38219,1,1,0.711,0.592,4,-7.136,0,0.23,0.758,0.0,0.156,0.535,124.749,141224,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82516,dont shoot,The Game - Rick Ross - 2 Chainz - Diddy - Fabolous - Wale - DJ Khaled - Swizz Beatz - Yo Gotti - Curren$y - Problem - King Pharaoh - TGT,2829883,1,1,0.693,0.503,1,-9.807,1,0.242,0.0755,0.0,0.608,0.239,81.171,367151,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82536,outta my head,Khalid - John Mayer,12829933,10,17,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
82575,love you for a long time,Maggie Rogers,680590,1,1,0.707,0.67,9,-6.137,1,0.0323,0.164,0.00283,0.109,0.822,112.993,223120,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82588,crown,TOMORROW X TOGETHER,2330479,2,5,0.622,0.8,5,-5.819,1,0.0425,0.0505,0.0,0.0619,0.58,110.977,230707,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82596,mile high,James Blake - Travis Scott - Metro Boomin,1092250,2,12,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,193600,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82614,happiness over everything,Jhené Aiko - Future - Miguel,3809217,7,20,0.415,0.674,1,-8.134,0,0.335,0.131,0.0,0.202,0.867,134.769,188160,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
82618,islands in the stream,Dolly Parton - Kenny Rogers,1231820,8,22,0.611,0.524,8,-8.256,1,0.035,0.68,0.0,0.0753,0.73,203.787,250053,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82631,8 letters,Why Don't We,2394814,1,1,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,190027,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82642,jackboys,JACKBOYS,327979,2,7,0.413,0.13,0,-25.166,0,0.0336,0.9,0.82,0.111,0.0676,123.342,46837,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
82666,finesse,Drake,50593376,5,25,0.807,0.321,0,-8.147,0,0.0571,0.132,0.000289,0.1,0.305,94.994,182080,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82688,candy,Doja Cat,4098337,8,13,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,190920,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82708,the way i am,Charlie Puth,11708460,1,2,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82722,i just cant,R3HAB - Quintino,2082155,3,17,0.652,0.595,6,-6.944,0,0.0419,0.162,0.0,0.148,0.303,77.538,156000,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82737,title track,Machine Gun Kelly,2691848,1,15,0.268,0.829,7,-5.17,1,0.101,0.00107,0.0,0.157,0.351,199.886,165967,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82742,three,Future - Young Thug,9442830,2,13,0.725,0.692,5,-5.742,0,0.257,0.00841,0.0,0.0912,0.298,169.025,159400,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82746,depression & obsession,XXXTENTACION,22910410,3,11,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95,144733,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
82784,let you know,Flume - London Grammar,2084598,1,1,0.759,0.694,5,-4.075,0,0.0418,0.0544,0.0,0.131,0.374,117.056,199580,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82791,tell me u luv me,Juice WRLD - Trippie Redd,13266070,7,21,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
82810,sneakin’,Drake - 21 Savage,50593376,1,1,0.806,0.558,8,-6.538,1,0.172,0.00496,1.45e-06,0.16,0.26,85.011,251333,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82819,the heart wants what it wants,Selena Gomez,23289724,1,1,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,227373,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82824,8 letters,Why Don't We,2394814,1,8,0.607,0.478,1,-5.702,0,0.031,0.649,0.0,0.0928,0.255,88.979,190027,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82841,ink blot,Logic - Juicy J,5004777,7,13,0.749,0.695,11,-6.592,0,0.1,0.0538,6.57e-06,0.617,0.416,144.065,156293,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82844,bibia be ye ye,Ed Sheeran,71783101,14,16,0.738,0.677,7,-5.121,1,0.0824,0.52,0.0,0.133,0.882,127.067,176747,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82883,expensive,Ty Dolla $ign - Nicki Minaj,3540805,1,2,0.866,0.531,9,-6.859,1,0.0703,0.0379,0.0,0.0937,0.266,99.069,135740,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82903,learn to fly,Surfaces - Elton John,605105,1,1,0.569,0.536,1,-6.137,1,0.0819,0.554,0.0,0.0655,0.656,173.695,209833,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82908,heatstroke,Calvin Harris - Young Thug - Pharrell Williams - Ariana Grande,20814678,1,1,0.786,0.735,0,-4.502,0,0.0495,0.362,0.0,0.176,0.747,110.124,229640,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82928,burning,Sam Smith,14303985,5,14,0.631,0.224,6,-9.383,1,0.0417,0.885,0.0,0.282,0.365,86.936,203290,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
82952,last christmas,Ariana Grande,52571724,1,4,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945,203653,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82974,lonely,Justin Bieber - benny blanco,39214943,1,1,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
83008,cant feel my face,The Weeknd,25562055,7,14,0.702,0.77,9,-5.416,0,0.0482,0.124,0.0,0.103,0.593,107.951,213520,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83031,big god,Florence + The Machine,5344593,4,10,0.625,0.366,2,-8.388,0,0.0331,0.528,2.1e-05,0.0958,0.219,72.992,241760,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83039,so am i,Ava Max,2457248,1,2,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,183027,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83065,drink about,Seeb - Dagny,172741,1,1,0.624,0.745,6,-2.936,1,0.0628,0.144,0.0,0.257,0.493,99.971,182265,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83085,f.n,Lil Tjay,1982751,3,17,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83112,the greatest show,Panic! At The Disco,10097733,1,1,0.546,0.839,6,-5.365,0,0.0784,0.00546,0.0,0.382,0.491,77.009,174307,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83120,real friends,Camila Cabello,18673543,7,11,0.726,0.304,3,-8.677,1,0.131,0.839,0.0,0.0853,0.813,91.97,214387,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
83155,carry me away,John Mayer,4770134,1,1,0.703,0.668,4,-7.746,1,0.0289,0.0428,0.000408,0.0963,0.659,120.005,156987,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83178,mayores,Becky G - Bad Bunny,9339408,1,1,0.743,0.855,5,-3.976,0,0.0436,0.141,0.0045,0.099,0.871,96.989,202453,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83193,side to side,Ariana Grande - Nicki Minaj,52571724,5,15,0.648,0.738,6,-5.883,0,0.247,0.0408,0.0,0.292,0.603,159.145,226160,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
83228,dope niggaz,Lil Wayne - Snoop Dogg,9717614,13,23,0.752,0.709,9,-5.053,1,0.28,0.0401,0.0,0.0601,0.644,84.974,205983,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83237,zoo york,Lil Tjay - Fivio Foreign - Pop Smoke,1982751,2,7,0.565,0.569,6,-6.084,0,0.379,0.0352,8.81e-06,0.106,0.303,92.466,214825,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83246,ferrari,Bebe Rexha,5754092,1,2,0.577,0.48,8,-5.908,1,0.0297,0.0161,0.0,0.104,0.422,76.54,212543,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83260,will,Joyner Lucas,1460657,17,18,0.773,0.664,9,-7.443,0,0.146,0.06,0.109,0.121,0.37,142.946,201395,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83272,dreams,The Cranberries,2230381,2,12,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83298,when the partys over,Billie Eilish,34697267,7,14,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
83333,machine,Imagine Dragons,30723081,1,1,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,181880,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83356,hard white,Nicki Minaj,19152566,5,19,0.763,0.736,2,-3.403,1,0.212,0.08,0.0272,0.145,0.273,173.952,193893,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83360,scared to be lonely,Martin Garrix - Dua Lipa,13885414,1,1,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,220883,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83395,bad guy,Billie Eilish,34697267,2,14,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
83476,got it on me,Pop Smoke,2441830,17,19,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83498,yes indeed,Lil Baby - Drake,5372519,5,17,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,142273,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
83520,kamikaze,Lil Mosey,2945049,1,11,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,99.999,139200,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83527,test drive,Joji,3586162,3,12,0.646,0.648,3,-8.602,1,0.0372,0.71,0.00316,0.108,0.466,75.004,179423,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83535,me!,Taylor Swift - Brendon Urie,33485486,1,1,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,193040,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
83577,eruption - 2015 remaster,Van Halen,3550384,2,11,0.225,0.689,8,-9.12,1,0.0555,0.469,0.813,0.337,0.5,93.798,102080,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83582,temperature rising,Tory Lanez,3310268,1,1,0.566,0.521,9,-5.453,1,0.0455,0.00612,0.0,0.0809,0.073,131.853,136333,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83601,him,Sam Smith,14303985,6,14,0.575,0.248,5,-11.115,0,0.0299,0.587,5.39e-05,0.24,0.328,85.05,190087,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83621,take me back to london,Ed Sheeran - Stormzy,71783101,4,15,0.885,0.762,8,-5.513,0,0.216,0.219,0.0,0.162,0.605,138.058,189733,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
83647,sweet creature,Harry Styles,10361677,1,1,0.427,0.262,7,-8.541,1,0.0276,0.746,0.0,0.068,0.228,104.085,224867,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83677,1942,G-Eazy - Yo Gotti - YBN Nahmir,4646328,1,1,0.817,0.646,4,-5.12,0,0.249,0.0152,0.0,0.125,0.835,162.898,213080,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83700,ruin the friendship,Demi Lovato,18346890,6,12,0.772,0.459,8,-6.816,0,0.335,0.138,3.89e-05,0.105,0.537,78.019,233893,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83713,drip,Cardi B - Migos,13132135,2,13,0.968,0.589,11,-7.808,1,0.255,0.0511,0.0,0.0731,0.268,129.993,262308,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
83736,big plans,Why Don't We,2394814,1,2,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,179930,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83753,rich & sad,Post Malone,29173640,3,18,0.599,0.571,2,-4.998,1,0.0665,0.198,0.0,0.0969,0.285,151.974,206453,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
83778,feeling,Juice WRLD,13266070,10,22,0.712,0.515,10,-6.004,0,0.0857,0.234,0.0,0.205,0.563,160.0,201920,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
83846,positions,Ariana Grande,52571724,12,14,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
83881,can’t take a joke,Drake,50593376,9,25,0.878,0.432,10,-9.852,0,0.143,0.041,0.0,0.0571,0.441,86.956,163973,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
83908,151 rum,JID,577109,5,14,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,156780,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83909,do it,Chloe x Halle,712013,4,13,0.725,0.668,5,-7.286,0,0.055,0.0932,2.33e-06,0.112,0.566,82.966,176787,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83912,broken halos,Chris Stapleton,2701859,1,9,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83914,up in this,blackbear - Tinashe,3657373,1,1,0.729,0.714,5,-6.067,0,0.0839,0.0483,0.0,0.128,0.492,127.965,204279,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83919,greenlight - from songland,Jonas Brothers,4654109,1,1,0.741,0.546,5,-9.122,0,0.0713,0.0369,0.0,0.0733,0.689,141.978,180400,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83921,ferris wheel,Tory Lanez - Trippie Redd,3310268,8,15,0.807,0.602,11,-5.005,1,0.274,0.0835,0.0,0.151,0.252,95.031,151649,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83923,let me explain,Bryson Tiller,4447390,1,1,0.809,0.504,2,-3.201,1,0.15,0.00156,0.0,0.0856,0.525,120.065,223969,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83924,lions & eagles,Tee Grizzley - Meek Mill,2107913,6,17,0.786,0.739,1,-3.51,1,0.286,0.34,0.0,0.18,0.297,96.075,150674,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83925,u said,Lil Peep,5305740,4,7,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.032,224053,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83928,famous hoes,NLE Choppa,2371258,1,1,0.732,0.627,4,-5.693,0,0.161,0.346,0.0,0.261,0.332,81.481,135460,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83931,good guys,LANY,3012990,1,1,0.455,0.677,0,-7.719,1,0.0751,0.593,0.0,0.0899,0.248,169.919,224995,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83937,the coldest playboy,Tory Lanez,3310268,2,16,0.584,0.458,10,-9.229,1,0.404,0.0637,0.0,0.129,0.122,119.188,120841,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83940,just like me,A Boogie Wit da Hoodie - Young Thug,5184928,12,20,0.774,0.623,5,-7.871,1,0.245,0.156,0.0,0.0955,0.393,128.661,220888,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83942,minute,NAV - Metro Boomin - Playboi Carti - Offset,2237000,6,15,0.68,0.552,5,-8.363,0,0.261,0.0717,0.000106,0.462,0.294,163.163,265373,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83943,won’t let go,Juice WRLD,13266070,19,22,0.617,0.791,7,-4.292,1,0.0519,0.0563,0.0,0.233,0.653,150.061,200137,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83945,good as you,Kane Brown,2911105,1,1,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83946,100 shooters,Future - Meek Mill - Doe Boy,9442830,20,21,0.827,0.664,1,-5.756,0,0.176,0.0122,0.0,0.251,0.198,120.672,208258,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83947,your body is a wonderland,John Mayer,4770134,4,13,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,249627,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83957,get to the money,Chad Focus,115824,1,1,0.639,0.855,7,-6.214,1,0.365,0.344,3.63e-06,0.1,0.59,139.851,237923,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83958,amen,Rich Brian,1646389,1,14,0.918,0.684,11,-9.208,0,0.285,0.35,3.16e-06,0.0907,0.774,140.077,116710,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83963,i dont think im okay,Bazzi,3807231,1,1,0.445,0.33,9,-8.121,1,0.0429,0.574,0.0,0.102,0.187,128.025,176250,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83966,gods country,Blake Shelton,5382165,1,12,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83967,alright,Wiz Khalifa - Preme - Trippie Redd,9460688,1,1,0.708,0.661,6,-5.028,0,0.11,0.00988,0.0,0.135,0.293,155.962,177865,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83968,on + off,Maggie Rogers,680590,3,5,0.578,0.582,4,-7.278,1,0.0413,0.151,2.23e-05,0.394,0.236,129.969,221533,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83978,erase your social,Lil Uzi Vert,10065137,8,10,0.705,0.609,3,-5.728,1,0.0729,0.694,0.0,0.234,0.718,140.058,199993,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83979,my girl,Dylan Scott,807978,4,13,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
